period,since,until,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,effective_status,creative_id,video_id,ig_media_id,conversion_domain,spend_zar,impressions,reach,frequency,cpm_zar,outbound_clicks,outbound_ctr_pct,cost_per_outbound_click_zar,landing_page_views,lpv_per_outbound_click,add_to_cart,atc_per_lpv,initiate_checkout,ic_per_atc,website_purchases,purchase_per_ic,purchase_per_lpv,purchase_value_zar,cpa_zar,attributed_roas,video_plays,thruplays,p25,p50,p75,p95,p100,avg_play_time_s,thruplay_per_play,p25_per_play,p100_per_play,outbound_click_per_play,saves,comments,reactions,ig_follows,source
L28,2026-08-09,2026-09-05,120247999503610393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION__BODY_ACNE_SOLUTION,120247983150600393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,1673149103765536,1024884870346149,17894570910595157,pastryskincare.co.za,1558.44,39377,21171,1.85995,39.58,968,2.458,1.61,816,0.843,187,0.229,96,0.513,23,0.24,0.0282,18092.25,67.76,11.61,36582,5261,11824,8623,6534,5348,5204,5,0.144,0.323,0.142,0.0265,23,2,76,2,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247999500050393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS__SALICYLIC_VITAMIN_C_EXACT,120247983149820393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,2141198163103531,1716832676218332,18089893955557030,pastryskincare.co.za,1975.02,45031,32861,1.370348,43.86,929,2.063,2.13,820,0.883,169,0.206,88,0.521,24,0.273,0.0293,26641.75,82.29,13.49,42184,4427,6023,3252,2127,1576,1404,6,0.105,0.143,0.033,0.022,66,2,138,24,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247999504000393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION__DRY_BRUSHING_ROUTINE,120247983150600393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,1583181246838108,1587207956355921,18007465448764457,pastryskincare.co.za,1910.07,31347,16317,1.921125,60.93,830,2.648,2.3,737,0.888,218,0.296,62,0.284,22,0.355,0.0299,21734.25,86.82,11.38,28645,4730,5540,3862,3097,2478,2124,9,0.165,0.193,0.074,0.029,32,,152,3,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247999503210393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION__DARK_UNDERARM_INGREDIENTS,120247983150600393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,28412527811717756,1065523956033626,18328649092285943,pastryskincare.co.za,3531.06,84438,44168,1.911746,41.82,1496,1.772,2.36,1276,0.853,366,0.287,131,0.358,33,0.252,0.0259,30974.25,107.0,8.77,79635,8847,21441,11497,8285,6195,5366,5,0.111,0.269,0.067,0.0188,28,5,222,4,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247999502800393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION__STRETCH_MARK_ROUTINE,120247983150600393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,1583817143389284,885855224329058,18111724246804433,pastryskincare.co.za,928.3,13892,7532,1.844397,66.82,520,3.743,1.79,473,0.91,112,0.237,44,0.393,11,0.25,0.0233,11511.5,84.39,12.4,12801,1775,1431,1090,874,687,558,12,0.139,0.112,0.044,0.0406,37,2,92,0,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247999501100393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS__ANTI_PIGMENT_HAND_CREAM,120247983149820393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,1542319103969645,999896326092090,17892363399551598,pastryskincare.co.za,5022.82,71420,47587,1.50083,70.33,2042,2.859,2.46,1757,0.86,254,0.145,124,0.488,36,0.29,0.0205,22617.0,139.52,4.5,67803,8227,8847,5256,3565,2666,2373,8,0.121,0.13,0.035,0.0301,41,20,469,52,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247999502140393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS__PREMIUM_BODY_EXACT,120247983149820393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,996050220134487,1664964501661670,18072218867407431,pastryskincare.co.za,57.16,516,446,1.156951,110.78,11,2.132,5.2,10,0.909,0,0.0,0,,0,,0.0,0.0,,,463,56,57,24,12,10,10,7,0.121,0.123,0.022,0.0238,,,2,0,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120239424374880393,DPA_Past_Purchasers,120239424374900393,PASTRY_DPA_Broad_Acq_3,120239423593780393,PASTRY_DPA_Broad_Acquisition,ACTIVE,1630677048061128,,18100256381023152,,8989.05,228561,59820,3.820812,39.33,5697,2.493,1.58,5229,0.918,1160,0.222,543,0.468,146,0.269,0.0279,119613.75,61.57,13.31,0,0,0,0,0,0,0,,,,,,20,4,248,23,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120239423593790393,DPA_Cart_Abandoners,120239423593800393,PASTRY_DPA_Broad_Acq_1,120239423593780393,PASTRY_DPA_Broad_Acquisition,ACTIVE,2310973609402332,,18114435070781788,,5892.72,103903,29658,3.503372,56.71,2510,2.416,2.35,2383,0.949,725,0.304,357,0.492,81,0.227,0.034,69920.5,72.75,11.87,0,0,0,0,0,0,0,,,,,,24,3,197,37,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120239424374910393,DPA_Product_Viewers,120239424374890393,PASTRY_DPA_Broad_Acq_2,120239423593780393,PASTRY_DPA_Broad_Acquisition,ACTIVE,26206822805650383,,18110751434162734,,7502.5,171888,49697,3.45872,43.65,4358,2.535,1.72,4070,0.934,984,0.242,485,0.493,114,0.235,0.028,88821.75,65.81,11.84,0,0,0,0,0,0,0,,,,,,24,2,195,16,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247752560730393,PASTRY_TEST_W1_4_STRETCH-MARK_ROUTINE_18082188059569414,120247751713780393,PASTRY_W1_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,CAMPAIGN_PAUSED,2137843480105917,1279828150741897,18117519449506692,pastryskincare.co.za,331.53,7911,7069,1.119112,41.91,287,3.628,1.16,234,0.815,29,0.124,13,0.448,3,0.231,0.0128,3748.5,110.51,11.31,7340,955,770,583,458,343,278,10,0.13,0.105,0.038,0.0391,38,,61,4,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247752487940393,PASTRY_TEST_W1_01_CERT_CANARY_17980098578992167,120247751713780393,PASTRY_W1_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,CAMPAIGN_PAUSED,2050311515844483,1794498635041481,18099052280209045,pastryskincare.co.za,164.84,4105,3685,1.113976,40.16,79,1.924,2.09,66,0.835,22,0.333,6,0.273,1,0.167,0.0152,725.0,164.84,4.4,3751,425,565,317,226,179,157,7,0.113,0.151,0.042,0.0211,10,1,20,2,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247752558630393,PASTRY_TEST_W1_3_BODY_PIGMENTATION_BY_AREA_18097918024986477,120247751713780393,PASTRY_W1_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,CAMPAIGN_PAUSED,1048949520952779,1914320649954655,18186499423401828,pastryskincare.co.za,30.79,822,792,1.037879,37.46,21,2.555,1.47,19,0.905,3,0.158,0,0.0,0,,0.0,0.0,,,736,224,673,414,291,231,225,4,0.304,0.914,0.306,0.0285,1,,2,0,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120239422736530393,The Pastry Premium Body,120239422623010393,AS2_Body_Care_Broad,120239422422250393,PASTRY_Main_Revenue,CAMPAIGN_PAUSED,2412338129276655,2092639671599573,17929594761095845,,483.33,13320,8463,1.57391,36.29,196,1.471,2.47,166,0.847,24,0.145,11,0.458,4,0.364,0.0241,3344.0,120.83,6.92,11717,689,730,306,208,136,115,4,0.059,0.062,0.01,0.0167,3,1,29,1,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120239422623020393,The perfect gift for yourself ad,120239422623010393,AS2_Body_Care_Broad,120239422422250393,PASTRY_Main_Revenue,CAMPAIGN_PAUSED,2029084745161865,1718159162937839,18086327558629012,,1193.21,35123,25314,1.387493,33.97,424,1.207,2.81,369,0.87,71,0.192,47,0.662,9,0.191,0.0244,7681.75,132.58,6.44,32285,2297,3790,2029,1443,933,794,5,0.071,0.117,0.025,0.0131,26,5,67,1,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247752556990393,PASTRY_TEST_W1_2_UNDERARM_PIGMENTATION_AND_SWEAT_18110742607583088,120247751713780393,PASTRY_W1_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,CAMPAIGN_PAUSED,1105133075290115,1376924207957298,18348472762247625,pastryskincare.co.za,4.96,98,92,1.065217,50.61,2,2.041,2.48,2,1.0,0,0.0,0,,0,,0.0,0.0,,,85,16,19,15,13,7,4,9,0.188,0.224,0.047,0.0235,,1,,0,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247752562960393,PASTRY_TEST_W1_5_HAND_CREAMS_BY_NEED_18088164878137902,120247751713780393,PASTRY_W1_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,CAMPAIGN_PAUSED,2000824997974370,1393923599331521,18109345202471107,pastryskincare.co.za,211.74,3710,3135,1.183413,57.07,102,2.749,2.08,88,0.863,20,0.227,8,0.4,2,0.25,0.0227,690.0,105.87,3.26,3547,411,587,430,335,264,233,5,0.116,0.165,0.066,0.0288,4,1,29,0,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120246229373460393,5 years of Pastry Skincar,120246229373450393,AS2 test.,120243641897420393,main,CAMPAIGN_PAUSED,1016327727870773,997715983092345,18124521952640426,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120246229373440393,Looks like there’s a Pastry S,120246229373450393,AS2 test.,120243641897420393,main,CAMPAIGN_PAUSED,1011306704837234,1672595620672869,18109298293942058,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120246229373430393,"A trip for stretch marks,",120246229373450393,AS2 test.,120243641897420393,main,CAMPAIGN_PAUSED,1661405598251187,983231577847209,18585152830028876,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120246229373470393,Anti-Pigment Hand Cream,120246229373450393,AS2 test.,120243641897420393,main,CAMPAIGN_PAUSED,1542319103969645,999896326092090,17892363399551598,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120243642260550393,The Pastry Skincare Brightening Oil,120243641897430393,AS1_Hyperpigmentation,120243641897420393,main,CAMPAIGN_PAUSED,3510751079075102,1641367773745950,18115459114826723,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120243642257330393,Salicylic Acid + Vitamin C,120243641897430393,AS1_Hyperpigmentation,120243641897420393,main,CAMPAIGN_PAUSED,1487817019559391,25861228210220968,18088093730346995,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120243641897440393,A trip for stretch marks,120243641897430393,AS1_Hyperpigmentation,120243641897420393,main,CAMPAIGN_PAUSED,1052941484078554,1689150382402402,18080572940228591,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120243642264470393,It’s the long weekend,120243641897430393,AS1_Hyperpigmentation,120243641897420393,main,CAMPAIGN_PAUSED,1014884021106011,1921319731776573,18104764099783085,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120239425444650393,160K_Trust,120239424940600393,CT_All_Creatives,120239424940590393,PASTRY_Creative_Testing,CAMPAIGN_PAUSED,760239677131862,,18106524350510957,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120243587895060393,Ingredient_Science,120243587895120393,AS2_Body_Care_Broad,120243587895050393,PASTRY_Main_Revenue - Copy,CAMPAIGN_PAUSED,1509938747279557,,,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120239425444640393,Mini_Kit_Entry,120239424940600393,CT_All_Creatives,120239424940590393,PASTRY_Creative_Testing,CAMPAIGN_PAUSED,1451951969918331,,17982298493806433,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120239425444660393,Dark_Underarms,120239424940600393,CT_All_Creatives,120239424940590393,PASTRY_Creative_Testing,CAMPAIGN_PAUSED,1635050247942247,,18109564912759297,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120239424940610393,Nobody_Talks_About_It,120239424940600393,CT_All_Creatives,120239424940590393,PASTRY_Creative_Testing,CAMPAIGN_PAUSED,1823463661680081,,18092985185039002,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120239425444670393,Your_Body_Deserves_Actives,120239424940600393,CT_All_Creatives,120239424940590393,PASTRY_Creative_Testing,CAMPAIGN_PAUSED,1635050247942247,,18109564912759297,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120242903364060393,Brand_Story,120242903364040393,AS2_Body_Care_Broad,120242903364050393,PASTRY_Main_Revenue - Copy,CAMPAIGN_PAUSED,3368191686688839,862925869415455,18097443343970863,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120239422780760393,Not a single lie ad,120239422623010393,AS2_Body_Care_Broad,120239422422250393,PASTRY_Main_Revenue,WITH_ISSUES,1483521409561432,1529064368707257,,,0.0,0,0,0,,0,,,0,,4,,1,0.25,0,0.0,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,0,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120239422422240393,new… Pastry Premium,120239422422230393,AS1_Hyperpigmentation,120239422422250393,PASTRY_Main_Revenue,WITH_ISSUES,36594101976905126,1520450669559823,,,0.0,0,0,0,,0,,,0,,9,,7,0.778,0,0.0,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,0,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120239422499600393,hand cream,120239422422230393,AS1_Hyperpigmentation,120239422422250393,PASTRY_Main_Revenue,WITH_ISSUES,1006687488994923,,18327470974255215,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247999500510393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS__FIVE_YEARS_EVERGREEN,120247983149820393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,PAUSED,1672356397190835,3444115785767368,17951195124249902,pastryskincare.co.za,861.76,31720,24327,1.303901,27.17,772,2.434,1.12,627,0.812,116,0.185,33,0.284,6,0.182,0.0096,6157.5,143.63,7.15,30480,4620,11845,8675,6390,4844,4467,4,0.152,0.389,0.147,0.0253,4,,91,2,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247752611270393,PASTRY_TEST_W3_14_UNDERARM_ROUTINE_18326815609264405,120247751718430393,PASTRY_W3_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,PAUSED,1754580525794575,1211001868769387,17954894079204205,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247752594940393,PASTRY_TEST_W3_11_BODY-WASH_SELECTION_18580945912058801,120247751718430393,PASTRY_W3_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,PAUSED,795955873574185,947375435055153,17948706084037527,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247752640290393,PASTRY_TEST_W4_17_ROUGH-BUMP_ROUTINE_18073328642536924,120247751720360393,PASTRY_W4_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,PAUSED,1297965305546009,1250369430507064,18087857618645491,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247752654130393,PASTRY_TEST_W4_19_PIGMENTATION_COMBO_UPGRADE_17856576477655752,120247751720360393,PASTRY_W4_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,PAUSED,947326541716183,2215771099210119,18213390817354295,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247752598620393,PASTRY_TEST_W3_12_BODY-ACNE_SOLUTION_17999035397957060,120247751718430393,PASTRY_W3_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,PAUSED,1673149103765536,1024884870346149,17894570910595157,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247752748990393,PASTRY_TEST_W5_24_DARK-UNDERARM_INGREDIENTS_18102467252120977,120247751722120393,PASTRY_W5_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,PAUSED,28412527811717756,1065523956033626,18328649092285943,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247752783500393,PASTRY_TEST_W6_28_SUNDAY_BRIGHTENING_RESET_17881765914398772,120247751723950393,PASTRY_W6_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,PAUSED,1785081939314835,4644644882439368,17883648963676850,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247752581060393,PASTRY_TEST_W2_9_INNER-THIGH_COMBINATIONS_18105784600883202,120247751716700393,PASTRY_W2_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,PAUSED,2504456496703261,1765130831287915,18168673036456579,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247752645630393,PASTRY_TEST_W4_18_HYALURONIC_HAND_CARE_17895285492330802,120247751720360393,PASTRY_W4_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,PAUSED,1069211098994928,1354177509656817,17979766230098990,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247752800490393,PASTRY_TEST_W6_30_CUSTOMER_RESULTS_18121576474691632,120247751723950393,PASTRY_W6_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,PAUSED,2851210671894413,1370974308307015,18111725939083523,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247752604380393,PASTRY_TEST_W3_13_BODY-SPECIFIC_SERUM_18104046586750753,120247751718430393,PASTRY_W3_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,PAUSED,1760670345281405,1040029292069207,18101142794223347,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120247752758250393,PASTRY_TEST_W5_25_BIKINI-LINE_ROUTINE_18187378537374577,120247751722120393,PASTRY_W5_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,PAUSED,1042744574782765,1362739972731938,18025301141894839,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
